56; Gold nova; 60; 0,35; 55%; 1807
57; Global; 50; 0,16; 47%; 278
58; Gold nova; 54; 0,20; 30%; 2525
59; Gold nova; 60; 0,24; 34%; 2472
60; Master Guardian; 73; 1,19; 14%; 649
61; Global; 80; 1,41; 8%; 2226
62; Master Guardian; 27; 1,49; 44%; 449
63; Global; 87; 0,00; 33%; 2805
64; Supreme; 30; 0,26; 77%; 1620
65; Gold nova; 79; 1,08; 77%; 803
66; Supreme; 84; 0,00; 60%; 1362
67; Legendary Eagle; 35; 0,95; 79%; 1060
68; Supreme; 72; 0,78; 9%; 1519
69; Silver; 15; 0,58; 12%; 936
70; Silver; 37; 1,58; 31%; 1979
71; Legendary Eagle; 87; 1,74; 41%; 877
72; Gold nova; 44; 1,26; 67%; 2686
73; Legendary Eagle; 20; 1,61; 51%; 1925
74; Global; 34; 0,71; 95%; 710
75; Legendary Eagle; 73; 0,86; 24%; 266
76; Supreme; 52; 1,79; 96%; 1990
77; Global; 47; 1,46; 100%; 849
78; Gold nova; 16; 1,43; 25%; 2585
79; Master Guardian; 48; 0,92; 29%; 1916
80; Global; 62; 1,29; 9%; 1659
81; Legendary Eagle; 74; 1,75; 39%; 960
82; Master Guardian; 10; 1,18; 30%; 2801
83; Legendary Eagle; 16; 0,01; 8%; 2095
84; Gold nova; 26; 0,00; 31%; 1520
85; Supreme; 48; 0,09; 46%; 563
86; Silver; 61; 1,47; 80%; 358
87; Silver; 71; 0,36; 22%; 448
88; Supreme; 51; 1,56; 11%; 2881
89; Legendary Eagle; 54; 0,99; 75%; 762
90; Silver; 17; 1,07; 82%; 1792
91; Global; 86; 0,33; 56%; 1255
92; Supreme; 90; 1,54; 54%; 1220
93; Gold nova; 69; 0,32; 19%; 992
94; Master Guardian; 19; 1,57; 47%; 1346
95; Silver; 77; 0,41; 55%; 1509
96; Global; 72; 0,89; 48%; 2650
97; Supreme; 22; 1,21; 17%; 319
98; Supreme; 17; 0,69; 77%; 2109
99; Global; 87; 0,71; 37%; 2827
100; Supreme; 24; 1,73; 74%; 929
101; Supreme; 22; 1,45; 16%; 1379
102; Master Guardian; 22; 0,84; 69%; 1384
103; Master Guardian; 59; 1,89; 35%; 1891
104; Silver; 69; 1,28; 99%; 269
105; Master Guardian; 15; 1,80; 39%; 2707
106; Silver; 19; 1,22; 18%; 2290
107; Supreme; 28; 0,74; 33%; 683
108; Master Guardian; 81; 0,31; 54%; 2210
109; Supreme; 75; 1,14; 94%; 998
110; Legendary Eagle; 10; 1,85; 34%; 2745
111; Master Guardian; 80; 0,21; 87%; 1593
112; Master Guardian; 18; 0,69; 18%; 1038
113; Master Guardian; 72; 0,82; 63%; 1092
114; Silver; 70; 0,91; 91%; 2582
115; Legendary Eagle; 49; 1,17; 98%; 32
116; Legendary Eagle; 24; 0,98; 25%; 2133
117; Silver; 69; 1,87; 96%; 52
118; Gold nova; 22; 1,88; 25%; 620
119; Legendary Eagle; 21; 1,08; 63%; 1756
120; Master Guardian; 43; 1,07; 50%; 2044
121; Silver; 20; 0,45; 19%; 2970
122; Silver; 15; 0,45; 27%; 1865
123; Master Guardian; 80; 1,66; 96%; 2108
124; Legendary Eagle; 79; 1,84; 14%; 908
125; Silver; 53; 1,13; 53%; 2867
126; Master Guardian; 36; 1,28; 97%; 2522
127; Master Guardian; 59; 0,16; 38%; 1531
128; Legendary Eagle; 89; 1,94; 40%; 770
129; Legendary Eagle; 38; 0,58; 46%; 2536
130; Gold nova; 66; 0,41; 44%; 681
131; Silver; 28; 1,26; 85%; 2803
132; Legendary Eagle; 62; 1,33; 34%; 2936
133; Silver; 22; 1,22; 34%; 1619
134; Master Guardian; 23; 0,55; 28%; 2010
135; Supreme; 22; 0,85; 90%; 2250
136; Global; 53; 0,13; 57%; 1342
137; Supreme; 31; 1,52; 91%; 1182
138; Gold nova; 16; 0,15; 40%; 1590
139; Silver; 68; 1,66; 46%; 1904
140; Legendary Eagle; 32; 0,75; 42%; 1331
141; Supreme; 88; 1,28; 49%; 2019
142; Legendary Eagle; 26; 1,03; 60%; 366
143; Global; 54; 1,30; 46%; 602
144; Master Guardian; 15; 0,94; 38%; 2605
145; Legendary Eagle; 55; 0,64; 97%; 2049
146; Global; 60; 1,43; 90%; 1327
147; Silver; 59; 0,88; 49%; 1652
148; Master Guardian; 77; 0,90; 15%; 1442
149; Gold nova; 25; 1,57; 95%; 2832
150; Global; 61; 1,41; 32%; 578
151; Legendary Eagle; 80; 1,55; 81%; 1202
152; Silver; 17; 0,92; 86%; 1048
153; Legendary Eagle; 17; 1,31; 100%; 2736
154; Supreme; 75; 1,87; 14%; 2061
155; Global; 39; 1,38; 73%; 651
156; Silver; 59; 1,37; 75%; 173
157; Silver; 63; 1,62; 69%; 1361
158; Supreme; 72; 0,35; 66%; 573
159; Master Guardian; 12; 0,34; 14%; 685
160; Legendary Eagle; 48; 1,29; 16%; 534
161; Supreme; 53; 1,98; 85%; 2468
162; Silver; 20; 1,91; 8%; 1139
163; Global; 55; 1,88; 61%; 568
164; Silver; 35; 1,15; 25%; 1835
165; Gold nova; 38; 1,23; 65%; 1866
166; Global; 88; 1,51; 17%; 2162
167; Supreme; 85; 0,30; 47%; 1652
168; Global; 21; 0,82; 16%; 595
169; Legendary Eagle; 56; 0,58; 52%; 76
170; Gold nova; 25; 1,01; 75%; 142
171; Global; 79; 0,54; 66%; 776
172; Master Guardian; 10; 1,20; 34%; 2434
173; Supreme; 14; 0,97; 60%; 2783
174; Gold nova; 13; 0,80; 41%; 600
175; Supreme; 70; 0,43; 57%; 1505
176; Gold nova; 69; 1,99; 90%; 2492
177; Global; 68; 0,41; 6%; 2074
178; Gold nova; 43; 0,74; 87%; 156
179; Supreme; 63; 1,24; 64%; 2898
180; Gold nova; 77; 0,37; 83%; 1582
181; Legendary Eagle; 82; 1,18; 85%; 2692
182; Supreme; 79; 0,38; 64%; 1599
183; Global; 54; 1,13; 79%; 2807
184; Global; 68; 1,95; 6%; 2334
185; Gold nova; 45; 1,54; 72%; 716
186; Legendary Eagle; 60; 1,17; 78%; 752
187; Silver; 30; 1,13; 23%; 871
188; Gold nova; 29; 0,03; 85%; 1114
189; Supreme; 88; 0,34; 79%; 2259
190; Master Guardian; 52; 1,69; 86%; 2101
191; Global; 19; 1,13; 48%; 787
192; Legendary Eagle; 31; 0,30; 42%; 2545
193; Legendary Eagle; 55; 1,18; 24%; 2468
194; Supreme; 27; 1,97; 67%; 576
195; Gold nova; 78; 0,66; 87%; 2890
196; Gold nova; 82; 0,96; 51%; 1652
197; Silver; 54; 0,17; 52%; 2244
198; Master Guardian; 80; 0,93; 10%; 327
199; Silver; 45; 1,06; 80%; 1633
200; Legendary Eagle; 47; 0,61; 73%; 1002
201; Supreme; 39; 0,50; 39%; 1263
202; Gold nova; 88; 1,65; 99%; 1746
203; Master Guardian; 33; 1,43; 46%; 737
204; Supreme; 53; 0,32; 64%; 1312
205; Supreme; 56; 1,86; 43%; 1371
206; Gold nova; 10; 1,42; 5%; 1871
207; Global; 20; 1,20; 24%; 1303
208; Legendary Eagle; 61; 1,40; 92%; 1794
209; Master Guardian; 73; 0,86; 99%; 421
210; Global; 42; 1,39; 23%; 2049
211; Legendary Eagle; 18; 0,11; 33%; 551
212; Legendary Eagle; 76; 1,55; 25%; 1194
213; Global; 28; 1,48; 64%; 2280
214; Silver; 16; 1,57; 77%; 570
215; Legendary Eagle; 11; 0,02; 69%; 1758
216; Legendary Eagle; 41; 1,82; 42%; 2410
217; Global; 63; 1,56; 55%; 1437
218; Supreme; 28; 0,58; 54%; 1564
219; Gold nova; 29; 0,69; 25%; 1776
220; Master Guardian; 13; 1,49; 97%; 2127
221; Silver; 34; 0,64; 94%; 2728
222; Supreme; 35; 0,52; 54%; 1918
223; Master Guardian; 44; 0,82; 22%; 533
224; Global; 66; 1,74; 75%; 529
225; Gold nova; 87; 0,21; 7%; 2746
226; Master Guardian; 20; 0,96; 15%; 1119
227; Supreme; 42; 0,56; 98%; 2196
228; Legendary Eagle; 62; 0,81; 34%; 2257
229; Supreme; 43; 1,84; 6%; 1447
230; Master Guardian; 65; 1,35; 33%; 1022
231; Silver; 65; 0,38; 27%; 2544
232; Global; 62; 1,75; 64%; 804
233; Legendary Eagle; 20; 1,90; 96%; 2509
234; Silver; 43; 1,62; 7%; 728
235; Legendary Eagle; 69; 1,51; 24%; 1529
236; Supreme; 29; 1,75; 57%; 608
237; Master Guardian; 77; 1,77; 40%; 1680
238; Global; 48; 1,83; 24%; 1540
239; Global; 89; 0,55; 91%; 227
240; Global; 85; 1,35; 17%; 2644
241; Gold nova; 62; 0,19; 62%; 2366
242; Global; 83; 0,98; 27%; 2121
243; Silver; 37; 1,03; 34%; 374
244; Global; 86; 0,16; 47%; 2486
245; Silver; 89; 1,56; 34%; 598
246; Master Guardian; 75; 0,96; 24%; 1758
247; Silver; 34; 1,89; 97%; 1988
248; Silver; 40; 1,51; 94%; 2888
249; Legendary Eagle; 82; 0,11; 72%; 2720
250; Silver; 49; 0,72; 83%; 1403
251; Global; 47; 1,33; 27%; 2969
252; Global; 73; 1,77; 20%; 2696
253; Silver; 89; 1,37; 27%; 415
254; Supreme; 26; 1,21; 60%; 2098
255; Legendary Eagle; 35; 1,90; 58%; 1491
256; Silver; 38; 1,30; 63%; 1497
257; Legendary Eagle; 50; 1,19; 85%; 2428
258; Silver; 17; 1,86; 73%; 187
259; Gold nova; 18; 0,36; 27%; 276
260; Legendary Eagle; 21; 1,82; 31%; 197
261; Supreme; 24; 1,62; 47%; 1453
262; Supreme; 38; 1,06; 16%; 1580
263; Supreme; 57; 0,11; 64%; 1785
264; Global; 88; 0,83; 35%; 2406
265; Silver; 52; 0,13; 35%; 911
266; Global; 70; 1,44; 14%; 711
267; Silver; 45; 0,59; 23%; 1162
268; Global; 11; 1,12; 16%; 2408
269; Legendary Eagle; 88; 0,55; 95%; 2983
270; Global; 44; 0,83; 11%; 591
271; Supreme; 47; 1,72; 85%; 2738
272; Legendary Eagle; 46; 1,87; 88%; 2010
273; Silver; 45; 1,69; 70%; 2713
274; Gold nova; 60; 0,16; 97%; 218
275; Gold nova; 38; 0,17; 96%; 2689
276; Global; 77; 0,57; 12%; 1569
277; Silver; 18; 0,42; 57%; 1441
278; Legendary Eagle; 19; 1,05; 57%; 300
279; Legendary Eagle; 69; 1,53; 25%; 2822
280; Master Guardian; 77; 1,34; 31%; 71
281; Silver; 71; 0,13; 16%; 848
282; Master Guardian; 24; 0,50; 46%; 512
283; Silver; 37; 1,20; 13%; 928
284; Silver; 36; 1,20; 58%; 64
285; Supreme; 77; 0,76; 63%; 1897
286; Global; 79; 0,31; 73%; 489
287; Supreme; 48; 1,04; 93%; 2828
288; Global; 79; 0,64; 66%; 1861
289; Supreme; 41; 1,73; 34%; 1658
290; Legendary Eagle; 43; 0,91; 50%; 2087
291; Supreme; 62; 0,98; 31%; 123
292; Supreme; 43; 0,09; 100%; 507
293; Global; 27; 1,98; 95%; 1842
294; Silver; 29; 1,53; 69%; 1952
295; Legendary Eagle; 57; 1,73; 52%; 2137
296; Legendary Eagle; 40; 0,79; 62%; 2284
297; Legendary Eagle; 17; 1,92; 87%; 2433
298; Gold nova; 46; 0,62; 60%; 1206
299; Silver; 85; 1,69; 58%; 298
300; Legendary Eagle; 19; 0,19; 45%; 736
301; Supreme; 55; 1,17; 65%; 349
302; Legendary Eagle; 59; 0,31; 83%; 659
303; Silver; 41; 0,40; 5%; 2342
304; Gold nova; 22; 0,13; 76%; 1713
305; Silver; 76; 1,30; 5%; 1026
306; Silver; 88; 0,72; 77%; 2321
307; Master Guardian; 52; 0,55; 82%; 935
308; Gold nova; 63; 1,23; 77%; 1044
309; Gold nova; 43; 0,84; 79%; 813
310; Master Guardian; 32; 1,25; 70%; 1135
311; Gold nova; 62; 1,39; 100%; 2245
312; Supreme; 29; 0,06; 58%; 2670
313; Supreme; 80; 1,33; 42%; 1957
314; Supreme; 27; 0,22; 51%; 317
315; Gold nova; 79; 0,74; 20%; 2062
316; Silver; 62; 0,49; 10%; 2282
317; Gold nova; 60; 1,85; 94%; 907
318; Gold nova; 67; 1,81; 10%; 1756
319; Supreme; 36; 0,84; 95%; 1569
320; Master Guardian; 17; 1,71; 93%; 163
321; Supreme; 23; 1,84; 78%; 1283
322; Global; 13; 1,25; 82%; 2151
323; Legendary Eagle; 77; 1,07; 5%; 1781
324; Master Guardian; 58; 1,33; 57%; 2592
325; Gold nova; 13; 1,74; 43%; 1027
326; Gold nova; 73; 1,70; 29%; 2555
327; Global; 73; 1,45; 35%; 2446
328; Silver; 45; 0,52; 17%; 2878
329; Legendary Eagle; 46; 1,24; 96%; 2995
330; Supreme; 71; 1,41; 10%; 387
331; Global; 13; 1,61; 39%; 269
332; Master Guardian; 74; 1,98; 93%; 2619
333; Silver; 16; 0,42; 88%; 588
334; Gold nova; 13; 1,14; 7%; 1759
335; Global; 30; 1,07; 24%; 2845
336; Silver; 31; 0,90; 54%; 2258
337; Supreme; 27; 1,74; 72%; 2474
338; Global; 87; 0,71; 80%; 1998
339; Legendary Eagle; 24; 0,08; 84%; 2522
340; Gold nova; 59; 1,82; 12%; 908
341; Global; 38; 0,05; 75%; 1204
342; Master Guardian; 47; 1,48; 57%; 1177
343; Global; 29; 0,65; 17%; 2999
344; Silver; 16; 1,19; 22%; 1919
345; Master Guardian; 26; 1,03; 91%; 2626
346; Master Guardian; 39; 1,32; 60%; 270
347; Supreme; 48; 1,72; 25%; 2900
348; Supreme; 73; 1,19; 20%; 2744
349; Supreme; 38; 1,36; 70%; 2033
350; Master Guardian; 29; 0,16; 39%; 2343
351; Gold nova; 49; 1,76; 89%; 1292
352; Legendary Eagle; 45; 1,87; 82%; 77
353; Silver; 70; 0,56; 69%; 2109
354; Silver; 16; 1,76; 59%; 1380
355; Silver; 60; 1,95; 39%; 1266
356; Global; 59; 0,97; 50%; 775
357; Legendary Eagle; 41; 0,96; 30%; 2155
358; Legendary Eagle; 85; 1,54; 8%; 2547
359; Gold nova; 32; 0,78; 66%; 312
360; Master Guardian; 57; 1,16; 7%; 2736
361; Supreme; 55; 0,77; 88%; 2549
362; Global; 28; 1,42; 58%; 1411
363; Gold nova; 37; 0,87; 74%; 667
364; Silver; 75; 1,99; 12%; 1270
365; Supreme; 22; 0,85; 65%; 2968
366; Master Guardian; 87; 1,50; 26%; 1858
367; Silver; 70; 1,19; 77%; 1834
368; Master Guardian; 26; 1,25; 37%; 2331
369; Legendary Eagle; 49; 0,47; 32%; 1197
370; Supreme; 20; 1,06; 82%; 513
371; Silver; 90; 1,88; 54%; 95
372; Gold nova; 25; 1,56; 43%; 766
373; Master Guardian; 14; 1,08; 35%; 937
374; Legendary Eagle; 81; 0,88; 80%; 1060
375; Gold nova; 47; 1,14; 55%; 2472
376; Global; 39; 1,67; 96%; 1647
377; Master Guardian; 10; 0,26; 63%; 636
378; Silver; 33; 0,53; 89%; 122
379; Gold nova; 30; 1,03; 7%; 1124
380; Global; 54; 0,41; 60%; 464
381; Silver; 35; 0,37; 78%; 346
382; Supreme; 28; 1,20; 63%; 1223
383; Global; 63; 1,79; 79%; 2521
384; Global; 55; 1,06; 42%; 2470
385; Master Guardian; 48; 0,68; 12%; 1869
386; Gold nova; 47; 1,36; 81%; 2018
387; Silver; 49; 1,00; 51%; 2356
388; Legendary Eagle; 59; 1,89; 76%; 411
389; Global; 78; 0,80; 8%; 2339
390; Silver; 35; 0,96; 91%; 2627
391; Gold nova; 43; 0,88; 41%; 875
392; Silver; 49; 1,16; 97%; 2432
393; Master Guardian; 25; 0,95; 84%; 919
394; Supreme; 86; 1,06; 29%; 1507
395; Global; 90; 0,97; 67%; 278
396; Gold nova; 82; 0,06; 6%; 2017
397; Legendary Eagle; 81; 1,78; 16%; 1261
398; Silver; 20; 1,91; 23%; 1700
399; Legendary Eagle; 30; 1,60; 83%; 1305
400; Master Guardian; 61; 1,44; 94%; 383
401; Legendary Eagle; 55; 0,52; 38%; 153
402; Gold nova; 12; 1,94; 16%; 1770
403; Global; 64; 0,92; 82%; 1971
404; Legendary Eagle; 42; 0,47; 60%; 1751
405; Master Guardian; 65; 0,27; 34%; 1608
406; Global; 55; 0,28; 7%; 1713
407; Legendary Eagle; 32; 0,87; 97%; 2465
408; Master Guardian; 54; 1,81; 9%; 1857
409; Supreme; 11; 1,50; 39%; 1039
410; Gold nova; 25; 1,20; 13%; 1669
411; Gold nova; 85; 1,54; 71%; 1922
412; Global; 47; 0,85; 65%; 1531
413; Supreme; 72; 1,42; 65%; 1388
414; Silver; 17; 0,02; 22%; 1992
415; Silver; 30; 0,52; 27%; 2504
416; Gold nova; 21; 0,38; 22%; 1409
417; Silver; 32; 1,71; 13%; 2138
418; Legendary Eagle; 23; 1,24; 94%; 133
419; Supreme; 65; 0,83; 46%; 1466
420; Master Guardian; 20; 1,04; 28%; 2708
421; Supreme; 38; 0,03; 95%; 1494
422; Global; 44; 0,11; 37%; 1468
423; Legendary Eagle; 66; 0,89; 13%; 1346
424; Global; 33; 0,30; 100%; 595
425; Supreme; 42; 0,75; 74%; 2012
426; Master Guardian; 21; 0,45; 92%; 1972
427; Master Guardian; 80; 0,20; 53%; 2915
428; Global; 24; 1,16; 48%; 1108
429; Master Guardian; 12; 1,83; 63%; 1447
430; Supreme; 86; 1,67; 48%; 2204
431; Master Guardian; 52; 1,34; 72%; 2245
432; Supreme; 35; 0,13; 81%; 489
433; Supreme; 78; 0,23; 84%; 1640
434; Silver; 62; 1,88; 66%; 2925
435; Master Guardian; 59; 0,18; 39%; 1873
436; Silver; 49; 1,37; 33%; 777
437; Silver; 66; 1,30; 72%; 1178
438; Silver; 75; 0,95; 56%; 278
439; Supreme; 24; 1,82; 48%; 1050
440; Gold nova; 35; 0,17; 5%; 53
441; Gold nova; 36; 1,42; 74%; 510
442; Legendary Eagle; 79; 0,79; 90%; 2995
443; Supreme; 75; 0,84; 88%; 1019
444; Silver; 18; 0,43; 21%; 1722
445; Supreme; 25; 1,30; 46%; 1591
446; Supreme; 75; 1,88; 49%; 947
447; Master Guardian; 34; 0,87; 59%; 1628
448; Supreme; 24; 0,10; 31%; 2002
449; Legendary Eagle; 56; 0,95; 13%; 2453
450; Master Guardian; 29; 0,89; 42%; 2674
451; Global; 33; 1,83; 21%; 1580
452; Legendary Eagle; 34; 0,86; 48%; 2896
453; Silver; 33; 1,18; 9%; 1988
454; Master Guardian; 23; 1,54; 9%; 1959
455; Silver; 88; 1,05; 32%; 1389
456; Gold nova; 86; 1,58; 53%; 887
457; Legendary Eagle; 39; 0,73; 45%; 2536
458; Master Guardian; 61; 0,65; 96%; 2788
459; Master Guardian; 43; 1,53; 13%; 2194
460; Global; 63; 1,83; 93%; 206
461; Master Guardian; 53; 0,33; 54%; 1597
462; Master Guardian; 34; 1,67; 82%; 753
463; Supreme; 60; 0,34; 54%; 2234
464; Gold nova; 42; 0,22; 97%; 344
465; Global; 59; 0,56; 7%; 2004
466; Master Guardian; 81; 1,37; 94%; 1134
467; Supreme; 41; 1,06; 62%; 2390
468; Gold nova; 30; 0,59; 47%; 2215
469; Global; 38; 1,54; 89%; 1874
470; Gold nova; 21; 0,91; 58%; 1408
471; Silver; 12; 0,97; 7%; 1107
472; Gold nova; 27; 1,15; 95%; 2342
473; Legendary Eagle; 88; 1,51; 73%; 1584
474; Global; 84; 0,18; 42%; 2549
475; Gold nova; 32; 0,19; 43%; 973
476; Legendary Eagle; 79; 1,86; 73%; 588
477; Global; 79; 1,27; 18%; 227
478; Global; 80; 0,20; 41%; 843
479; Global; 21; 1,02; 76%; 977
480; Legendary Eagle; 60; 1,98; 60%; 794
481; Supreme; 63; 0,20; 16%; 1300
482; Gold nova; 10; 0,91; 19%; 151
483; Global; 28; 1,99; 50%; 172
484; Supreme; 49; 0,57; 52%; 292
485; Legendary Eagle; 13; 1,33; 10%; 574
486; Global; 89; 1,95; 54%; 1956
487; Master Guardian; 76; 0,94; 29%; 1568
488; Global; 68; 1,21; 92%; 1046
489; Global; 35; 1,54; 99%; 1641
490; Master Guardian; 33; 0,96; 26%; 50
491; Supreme; 32; 0,69; 28%; 439
492; Silver; 82; 0,63; 86%; 2359
493; Gold nova; 86; 1,17; 52%; 205
494; Global; 50; 0,67; 67%; 1523
495; Global; 65; 0,92; 38%; 820
496; Global; 43; 1,73; 22%; 1211
497; Master Guardian; 22; 1,48; 79%; 2199
498; Global; 58; 0,15; 81%; 667
499; Supreme; 77; 1,50; 57%; 1563
500; Supreme; 20; 1,44; 78%; 1210
501; Master Guardian; 18; 0,45; 44%; 82
502; Supreme; 20; 1,82; 47%; 1177
503; Master Guardian; 75; 0,45; 30%; 1769
504; Master Guardian; 45; 1,06; 35%; 1452
505; Silver; 32; 0,28; 49%; 790
506; Legendary Eagle; 45; 0,27; 46%; 2773
507; Gold nova; 47; 1,68; 73%; 842
508; Master Guardian; 32; 1,46; 38%; 1322
509; Gold nova; 40; 1,27; 54%; 2146
510; Global; 30; 1,46; 58%; 1844
511; Legendary Eagle; 36; 1,93; 29%; 2164
512; Gold nova; 79; 0,07; 57%; 1811
513; Supreme; 47; 1,28; 70%; 1605
514; Master Guardian; 27; 1,70; 59%; 1316
515; Master Guardian; 23; 1,52; 38%; 1176
516; Supreme; 58; 1,69; 30%; 406
517; Global; 68; 0,83; 45%; 1500
518; Silver; 71; 0,85; 19%; 576
519; Master Guardian; 14; 0,54; 46%; 2769
520; Global; 43; 1,86; 69%; 2182
521; Supreme; 31; 0,06; 67%; 2416
522; Gold nova; 12; 1,78; 79%; 2136
523; Master Guardian; 80; 1,11; 99%; 2976
524; Global; 30; 0,22; 44%; 2954
525; Silver; 12; 0,21; 91%; 1984
526; Legendary Eagle; 25; 1,31; 78%; 2919
527; Silver; 57; 0,58; 43%; 1521
528; Silver; 14; 0,84; 73%; 1920
529; Master Guardian; 29; 1,47; 86%; 809
530; Gold nova; 53; 0,57; 23%; 1251
531; Silver; 30; 0,69; 90%; 1897
532; Legendary Eagle; 69; 0,15; 75%; 517
533; Master Guardian; 16; 1,66; 62%; 2521
534; Legendary Eagle; 53; 0,38; 6%; 1026
535; Silver; 77; 1,61; 70%; 2611
536; Master Guardian; 74; 1,02; 90%; 602
537; Silver; 72; 1,81; 28%; 2421
538; Global; 33; 1,01; 95%; 2130
539; Silver; 83; 1,23; 45%; 363
540; Silver; 31; 1,38; 29%; 184
541; Silver; 86; 0,34; 57%; 2534
542; Supreme; 52; 0,25; 71%; 313
543; Supreme; 31; 0,10; 49%; 944
544; Global; 24; 0,95; 78%; 2252
545; Supreme; 59; 1,32; 18%; 1824
546; Global; 88; 1,92; 40%; 1502
547; Legendary Eagle; 60; 0,99; 90%; 777
548; Gold nova; 83; 0,63; 12%; 2679
549; Supreme; 61; 1,96; 86%; 1042
550; Global; 61; 1,41; 22%; 2384
551; Global; 64; 1,86; 98%; 2078
552; Legendary Eagle; 47; 0,21; 8%; 2136
553; Master Guardian; 70; 0,38; 82%; 1450
554; Supreme; 61; 1,55; 81%; 99
555; Silver; 12; 0,91; 40%; 1781
556; Master Guardian; 25; 1,80; 56%; 168
557; Gold nova; 12; 1,99; 12%; 1958
558; Silver; 59; 1,02; 12%; 2915
559; Global; 39; 0,77; 11%; 685
560; Supreme; 63; 1,52; 13%; 2069
561; Global; 82; 1,99; 8%; 1253
562; Legendary Eagle; 35; 0,91; 91%; 2748
563; Supreme; 32; 0,42; 13%; 576
564; Silver; 69; 1,59; 26%; 2183
565; Master Guardian; 71; 0,36; 10%; 2663
566; Legendary Eagle; 17; 1,47; 47%; 1928
567; Silver; 57; 1,20; 28%; 2034
568; Global; 59; 1,82; 100%; 2576
569; Legendary Eagle; 18; 1,82; 38%; 847
570; Supreme; 48; 0,63; 96%; 830
571; Legendary Eagle; 24; 0,87; 47%; 502
572; Silver; 67; 0,61; 17%; 1150
573; Legendary Eagle; 36; 1,35; 79%; 736
574; Supreme; 79; 0,84; 70%; 942
575; Legendary Eagle; 49; 0,75; 53%; 2221
576; Master Guardian; 68; 0,90; 5%; 451
577; Supreme; 13; 0,47; 19%; 200
578; Supreme; 12; 0,01; 64%; 2642
579; Gold nova; 81; 0,28; 55%; 463
580; Gold nova; 13; 0,66; 9%; 1946
581; Silver; 50; 0,31; 29%; 2773
582; Supreme; 77; 1,32; 18%; 1389
583; Legendary Eagle; 50; 1,61; 92%; 2452
584; Master Guardian; 89; 0,99; 85%; 2432
585; Gold nova; 54; 1,26; 98%; 1481
586; Legendary Eagle; 54; 0,26; 81%; 54
587; Silver; 59; 1,91; 65%; 623
588; Gold nova; 88; 0,19; 61%; 2865
589; Gold nova; 34; 1,61; 21%; 697
590; Gold nova; 34; 0,02; 28%; 2684
591; Gold nova; 42; 0,84; 46%; 506
592; Supreme; 32; 1,62; 86%; 2295
593; Legendary Eagle; 63; 1,75; 23%; 1586
594; Legendary Eagle; 58; 1,37; 73%; 2531
595; Supreme; 36; 0,12; 7%; 87
596; Gold nova; 33; 1,32; 93%; 1151
597; Supreme; 34; 1,42; 100%; 863
598; Master Guardian; 60; 1,75; 59%; 2445
599; Master Guardian; 23; 1,34; 28%; 781
600; Global; 68; 1,90; 95%; 1987
601; Master Guardian; 73; 1,14; 39%; 81
